payment_id,order_id,captured_at,amount_paise,method,fee_paise,gst_paise,settlement_id,status
pay_g4oxrn6fsfynhr,order_8adehcmorxvsua,2026-03-31 07:51:20,193600,netbanking,3678,662,setl_ikjme5uvgfi2in,captured
pay_qje55aamyeplxg,order_sagcqe9am2mhvc,2026-02-16 19:42:49,57300,netbanking,1089,196,setl_g9ndkzngcavtd0,captured
pay_omh194i3rceupz,order_9rvlda83wvghk0,2026-03-09 14:48:01,79100,upi,0,0,setl_dlxg7wuq8atouk,captured
pay_x7amlxnbisshi4,order_ntbv1z8r4xumcg,2026-03-06 11:09:32,297100,upi,0,0,setl_t09hpfje1ebpw5,captured
pay_4hahdribzpjhqt,order_icavnuym7o2gq9,2026-03-16 15:50:45,53500,card,1070,193,setl_0j8yan61kfvae6,captured
pay_hsnomokhacvvff,order_fg3gzdck6azp19,2026-02-14 09:04:02,135400,upi,0,0,setl_1ccachqdm6zqy6,captured
pay_jg56nauv0ol4fu,order_9vtlobs7yjb6pu,2026-03-30 14:06:08,47000,netbanking,893,161,setl_kxj9b9jg0pswv5,captured
pay_0f5zs2h38dszvh,order_egrummgv21yy5o,2026-03-04 07:10:21,49400,upi,0,0,setl_ebfh7a0fzwc2ju,captured
pay_enpalho384bw02,order_5y3lwgkawz1m4x,2026-01-26 22:23:26,79300,upi,0,0,setl_q2gssh4lb04rrn,captured
pay_6ev4zie9ex1rih,order_r00f5sgoic5960,2026-03-17 14:27:23,33000,upi,0,0,setl_wagj3q30f1bxtw,captured
pay_lbn3jpxefhbdc0,order_vj0irs0r9t91aw,2026-03-09 07:39:55,74800,netbanking,1421,256,setl_dlxg7wuq8atouk,captured
pay_4867srfza14ce3,order_shawqyuwkgaoca,2026-02-11 08:09:49,86500,upi,0,0,setl_np21gb4w1kh69z,captured
pay_ye3tmh2egn1x21,order_0zxau8bcvojn2v,2026-02-11 11:05:04,52000,wallet,1144,206,setl_np21gb4w1kh69z,captured
pay_lpykjvuy159030,order_f95fbrlmtnlay9,2026-01-30 11:58:56,71600,upi,0,0,setl_wtdawru6vzsqao,captured
pay_xh68kw7moy01y9,order_kjh4l2wuz7fj6i,2026-02-16 08:12:17,136200,card,2724,490,setl_g9ndkzngcavtd0,captured
pay_58vhsl5337pwjj,order_ytvejbicpw0v7c,2026-01-11 17:13:21,56000,upi,0,0,setl_wczngzgpdx2vlj,captured
pay_z85j2oxawewpv8,order_lajh5dl159725o,2026-02-26 17:47:58,80600,upi,0,0,setl_f0i6ke7rbhmjkt,captured
pay_dm1t8d38euf8dd,order_djvdpdsfem0pm6,2026-02-16 13:51:26,32100,upi,0,0,setl_g9ndkzngcavtd0,captured
pay_k50s96iphlzde9,order_vmjtcl3ihcsqlq,2026-03-01 10:48:55,77100,upi,0,0,setl_6ukblvz2l8aqqk,captured
pay_msaoru8tms4jsf,order_ddkdteptiotikh,2026-03-18 22:56:38,329500,upi,0,0,setl_dhvhrkoxibpgpa,captured
pay_fn8u4klab0ozxz,order_cgvc7d0n6pt3d9,2026-03-15 16:16:03,516200,card,10324,1858,setl_58rfwsehgtslk1,refunded
pay_g3datbuxin10ud,order_kxjnlmdmios1bd,2026-03-13 21:24:17,83100,card,1662,299,setl_58rfwsehgtslk1,captured
pay_j70501kgyl3qmz,order_sha2zbyqihg9xu,2026-03-10 12:15:29,52400,upi,0,0,setl_5uccniyrcaq04u,captured
pay_52gnjb8lnne56r,order_b6fup4nh4z1q8k,2026-03-08 08:41:16,40400,upi,0,0,setl_t09hpfje1ebpw5,captured
pay_12yvx8wn5ztptm,order_8x5ior1b6u88kg,2026-02-01 19:38:01,75800,upi,0,0,setl_wtdawru6vzsqao,captured
pay_owupx1ilvqq3cz,order_q59e0p1kj2d3qg,2026-03-19 13:17:36,52400,card,1048,189,setl_pda4jnpynovbu4,captured
pay_3yi4fj7g6al9up,order_c8mu1r128hfry0,2026-01-22 18:36:39,44400,upi,0,0,setl_mcjrqus21u72yb,captured
pay_jdukd2zlagug7j,order_9komayt6o2wxob,2026-02-15 17:01:55,622100,card,12442,2240,setl_1ccachqdm6zqy6,captured
pay_4a3ftdw1iun3jz,order_f7yiq6xyqzq2ea,2026-02-11 16:58:29,54400,wallet,1197,215,setl_np21gb4w1kh69z,captured
pay_1icgrk04kvrhxe,order_k5wgup4lmis7ah,2026-01-28 12:11:35,48000,upi,0,0,setl_f01agjt4c5hn88,captured
pay_prshl0vd6ksf3z,order_ek0nqnnk09es3n,2026-02-05 20:42:45,215000,upi,0,0,setl_7jt987yfjvvmv9,captured
pay_apwvxm0lurzy3o,order_kze5fizrb0yq4u,2026-03-14 11:31:56,31700,upi,0,0,setl_58rfwsehgtslk1,captured
pay_4ljfdiud2q45cb,order_w2ecoulh3ppjln,2026-02-27 16:31:53,137600,upi,0,0,setl_6ukblvz2l8aqqk,captured
pay_rs062sahoxv7xh,order_kyay00pv5ijitl,2026-02-22 10:31:12,55900,upi,0,0,setl_p1cw1lfocopqsx,captured
pay_28l8jzkpja734n,order_mgyomthopdae44,2026-03-06 19:54:24,120100,upi,0,0,setl_t09hpfje1ebpw5,captured
pay_f2akkt86lrmlgf,order_3b1rrter1tki5e,2026-03-05 12:07:24,77300,netbanking,1469,264,setl_gp497c84ae5o2v,captured
pay_fhjm5wngivvx3w,order_hgejwmlyh0gh20,2026-03-13 20:39:22,81500,netbanking,1549,279,setl_58rfwsehgtslk1,captured
pay_hdu9vpjtjc77u6,order_quawqzvoc6d3vm,2026-01-31 19:19:29,102300,card,2046,368,setl_wtdawru6vzsqao,captured
pay_wuryij5lof6nh5,order_aomgrr6jwveuw7,2026-02-07 07:28:05,98200,upi,0,0,setl_lqv1guqfhvhipf,captured
pay_6lpp0tg36q19f6,order_ygmrfmroqgtkdy,2026-01-08 09:54:36,327400,upi,0,0,setl_dhh9yxncwi1on0,captured
pay_riliw3c6gxcqh4,order_gelu5lm3i6qsew,2026-01-06 21:35:27,77800,upi,0,0,setl_eg6abr92l84xwe,captured
pay_7len4q00yjl9tn,order_qlf2ufyli3955z,2026-03-21 14:38:32,51000,wallet,1122,202,setl_qvbmospozcd7tt,refunded
pay_kcyu3zzrndkrpd,order_8l19el4wgnd15t,2026-02-25 12:05:20,274400,wallet,6037,1087,setl_3ajs8evqkc8r4g,captured
pay_t13ikvj9qebofq,order_vpiy1zjjkz90sh,2026-01-08 22:35:05,33500,upi,0,0,setl_dhh9yxncwi1on0,captured
pay_spqtrka7nr7akx,order_aporluzi7h0f4f,2026-02-24 22:18:53,44800,card,896,161,setl_aqe5h2v231o0s0,captured
pay_san56nzou18vvn,order_kuijxs8ya92bwa,2026-01-09 13:38:16,74400,upi,0,0,setl_wczngzgpdx2vlj,captured
pay_eexj9kx2vq7klo,order_1q6tflkfa40w1i,2026-01-26 13:03:02,185800,upi,0,0,setl_q2gssh4lb04rrn,captured
pay_ju528w63t72en5,order_60toews8bo4mwq,2026-01-23 10:04:00,88600,upi,0,0,setl_9ayrzw9gzo8u0a,captured
pay_ggm42peg3dga00,order_lsjxadqgl4eeg2,2026-01-02 09:24:01,72400,card,1448,261,setl_guejg2ci2ueajv,captured
pay_bt21m877fzv9kh,order_noc6hwfj029r6y,2026-02-08 19:03:26,49600,wallet,860,155,setl_lqv1guqfhvhipf,captured
pay_vr334i7ffgxyqm,order_9dozrkbcywsqjh,2026-03-03 08:15:04,267400,upi,0,0,setl_ibhjr0pf1ix7hg,captured
pay_nx7z9xf4j7285m,order_nj60tk0hbci5qj,2026-03-28 18:49:36,34700,upi,0,0,setl_ow0twtoerpe7vu,captured
pay_dcr6zpnrig33u5,order_4ne7rr2tbtbs5k,2026-03-25 22:56:05,87200,card,1744,314,setl_1zlgzogrw61dzk,captured
pay_wbano0z73oelns,order_it5fr1llnb2jwx,2026-03-31 14:47:11,150200,wallet,3304,595,setl_ikjme5uvgfi2in,captured
pay_aw0mnlktidvgdv,order_vfa2wcwbl5h5u4,2026-03-04 14:37:33,322400,upi,0,0,setl_ebfh7a0fzwc2ju,captured
pay_bsrvu7ozymq4bv,order_rgzg5feqb6q3fv,2026-01-10 18:07:52,287100,wallet,6316,1137,setl_wczngzgpdx2vlj,captured
pay_gc8sbhmd4csklo,order_nq1alm36rqrl19,2026-03-23 06:05:16,635500,upi,0,0,setl_a23u7r1nf00jzp,captured
pay_tqd9sko3s3dtui,order_pf2bsyykptbvds,2026-01-01 19:50:31,332600,netbanking,6319,1137,setl_ytk2x6ixuc1g3n,captured
pay_cl54mitq7f9txh,order_870j9irs6i442h,2026-01-05 13:35:47,58000,card,1160,209,setl_0y3f5i3lowyhl7,captured
pay_rd6liybjbvnnn9,order_037jyzr8a4qigm,2026-02-17 06:56:21,266300,upi,0,0,setl_rek0ik6hmx1wvj,captured
pay_hwevwzid9nxmi1,order_uairdn98l7fp5j,2026-01-16 08:55:33,96800,upi,0,0,setl_lsdr1p4ascpfyv,captured
pay_e88sycavax8e2f,order_pckb2pn81edss4,2026-01-19 08:24:33,55500,upi,0,0,setl_74jp1l7v8u544b,captured
pay_8k7usxd3bzab12,order_jq9occ2cty899g,2026-01-13 15:29:51,76900,upi,0,0,setl_y2rxrt4vhx921w,captured
pay_uci56mcqt46vhu,order_lhqz48jkoqbg1r,2026-01-10 16:17:52,34000,card,680,122,setl_wczngzgpdx2vlj,captured
pay_b4m581wy43fq2s,order_3o1dnu0mxyfp6b,2026-01-07 12:36:47,749000,upi,0,0,setl_rm81cb3fx2d1f8,captured
pay_ypicveihrtpeyw,order_20yltofj8it739,2026-02-11 10:02:12,754400,wallet,16597,2987,setl_np21gb4w1kh69z,captured
pay_gw97yy8457x7qf,order_cekyxc0w6skvkz,2026-02-18 09:37:57,62200,card,1244,224,setl_mfvj716zca4hwl,captured
pay_c3nm5exko5f8p1,order_zpa4c8nh5z7xdv,2026-01-02 16:07:42,476500,upi,0,0,setl_guejg2ci2ueajv,captured
pay_w5nlxtc00le13q,order_c5igzupvp4bos3,2026-01-21 09:19:35,312800,upi,0,0,setl_ovyj2fotbsflcg,captured
pay_mu0fhknn519ku2,order_njqg0sgglob4hr,2026-03-31 15:14:48,116100,upi,0,0,setl_ikjme5uvgfi2in,captured
pay_iktiinrfv7bh9v,order_juw8ovqcb467nr,2026-02-21 21:04:35,83600,upi,0,0,setl_p1cw1lfocopqsx,captured
pay_0uo47iw4m01axn,order_qi7k8ice1ptsog,2026-02-07 08:13:40,30900,card,618,111,setl_lqv1guqfhvhipf,captured
pay_qjdgq28yi4xw1r,order_90p0u3f3qd9nkm,2026-02-28 09:44:24,137200,netbanking,2607,469,setl_6ukblvz2l8aqqk,refunded
pay_8400skug0g7t7r,order_fmk6f60sf4sw0a,2026-03-20 18:34:35,143000,upi,0,0,setl_qvbmospozcd7tt,captured
pay_ghf89b3ccgsopo,order_4ihxzw2z233ec7,2026-02-26 20:49:12,193700,upi,0,0,setl_f0i6ke7rbhmjkt,captured
pay_c26t21jrnpc882,order_ka49n7ks4c7rv9,2026-01-06 13:53:49,154400,upi,0,0,setl_eg6abr92l84xwe,captured
pay_trmbjbg7vnlwrj,order_bj6o5clp419br4,2026-01-26 07:07:03,50800,upi,0,0,setl_q2gssh4lb04rrn,captured
pay_5geg5hrkxsl2kx,order_7muasqzx6sro70,2026-03-24 09:29:18,43500,upi,0,0,setl_v7475r71o0yc13,captured
pay_qe147orylmqy63,order_vuti578b1afx52,2026-02-01 22:54:37,82800,upi,0,0,setl_wtdawru6vzsqao,captured
pay_hyi83lthy9x6gq,order_qwgstsdhah9af7,2026-01-20 11:16:32,110700,card,2214,399,setl_5qh0t9lmyks1a1,captured
pay_37btoqfh0zvihs,order_xhx7gmwjwdkce7,2026-03-01 21:46:52,83300,card,1666,300,setl_6ukblvz2l8aqqk,captured
pay_wdkw8cnc882ayz,order_fihhslm9kqjsjj,2026-03-23 09:52:18,48800,netbanking,927,167,setl_a23u7r1nf00jzp,captured
pay_kqb4awg09q85z6,order_njrp22glqzet6k,2026-01-18 22:24:30,45600,upi,0,0,setl_lsdr1p4ascpfyv,captured
pay_prsu3ic15hhz2z,order_1woovirwiex1ba,2026-03-29 07:55:36,76800,card,1536,276,setl_ow0twtoerpe7vu,captured
pay_ygd2zwc6p7b7jz,order_tyirfpfbyjulgk,2026-03-17 08:04:10,117200,wallet,2578,464,setl_wagj3q30f1bxtw,captured
pay_4j7aja4aq9hq7u,order_0uotu8p4eie8dd,2026-01-04 07:36:59,309000,upi,0,0,setl_guejg2ci2ueajv,captured
pay_fpehwl5243raec,order_sfpfbhfn4q293f,2026-01-09 19:49:48,71300,card,1426,257,setl_wczngzgpdx2vlj,captured
pay_8l4ms85uen4oy7,order_05gq61ma76kxw5,2026-02-11 10:52:00,43600,upi,0,0,setl_np21gb4w1kh69z,captured
pay_3psx7ody27q8jl,order_9xtr6fotn350td,2026-02-04 14:01:58,125000,upi,0,0,setl_0hhtjhdiwzcf0n,captured
pay_tsdbhjntyrza7e,order_ly7iu2zrlsz64k,2026-02-11 22:49:02,331400,upi,0,0,setl_np21gb4w1kh69z,captured
pay_b75eb82haopuj7,order_qv6fp2599zaoqd,2026-01-29 06:35:32,92500,upi,0,0,setl_qrtnq0w5cdj1fz,captured
pay_9hkvgs1dxdw4o3,order_pckd9cwglt48ui,2026-02-02 21:47:58,78900,card,1578,284,setl_s1w2xvj47mp6ru,captured
pay_2ul9h8zzpb577v,order_eoxsxhfg7cf1we,2026-02-14 06:39:31,49500,wallet,1089,196,setl_1ccachqdm6zqy6,captured
pay_4tezx6w6mhepbj,order_ks3q7wbolbhc33,2026-03-17 09:56:19,72600,upi,0,0,setl_wagj3q30f1bxtw,captured
pay_yzjsmgvx1tqc5m,order_67a06mw7unppx5,2026-01-31 19:11:43,36200,upi,0,0,setl_wtdawru6vzsqao,captured
pay_skqruycbubzx3g,order_veeml8pnkref9i,2026-01-20 08:29:15,59300,upi,0,0,setl_5qh0t9lmyks1a1,captured
pay_m9zb0ay8gspek7,order_bhu9x4lplg4uoa,2026-03-09 11:36:21,60900,upi,0,0,setl_dlxg7wuq8atouk,captured
pay_zs78irvtioi8ys,order_fh0h6xn6gir54b,2026-01-16 08:37:28,57600,card,1152,207,setl_lsdr1p4ascpfyv,captured
pay_7io6pshk4fh8ya,order_ayduc8p6xlkhoh,2026-01-01 19:54:44,167300,upi,0,0,setl_ytk2x6ixuc1g3n,captured
pay_kua4g1q486zib2,order_a37iwwl2ljtmfx,2026-03-02 16:27:56,89400,netbanking,1699,306,setl_ghish9clfjybg7,captured
pay_b8z2ugwo5ut32s,order_3xrg342nwxkrpx,2026-03-30 20:25:39,85100,upi,0,0,setl_kxj9b9jg0pswv5,captured
pay_cayd108rcrfdu0,order_2dahf9q1phzr7q,2026-02-27 11:22:53,60200,upi,0,0,setl_6ukblvz2l8aqqk,captured
pay_qjn63ppv0n7wfn,order_e1ld17zh0nt2qq,2026-03-03 16:12:27,63800,card,1276,230,setl_ibhjr0pf1ix7hg,captured
pay_x5r2luq12ppvtt,order_ait2u8fxtkt1rm,2026-01-08 13:04:37,38200,card,764,138,setl_dhh9yxncwi1on0,captured
pay_hzooz2bs1610hs,order_68n9z4gtmmot3x,2026-03-08 16:32:16,745300,upi,0,0,setl_t09hpfje1ebpw5,captured
pay_jwkrzrpuhwp834,order_k4gelzw32n2d71,2026-03-21 13:11:28,79000,upi,0,0,setl_qvbmospozcd7tt,captured
pay_pqj4aim1wq0prt,order_rwwijxu46w2z96,2026-02-24 20:24:08,135700,upi,0,0,setl_aqe5h2v231o0s0,captured
pay_belbailq5zebue,order_t6pxia3d0q6ykc,2026-03-23 17:23:13,103800,upi,0,0,setl_a23u7r1nf00jzp,captured
pay_6zoxj0ls6thpu1,order_14n7f55aw4mga0,2026-02-25 21:07:18,137000,upi,0,0,setl_3ajs8evqkc8r4g,captured
pay_cmt5qb6mjy78xi,order_dp7s3ewbr0muah,2026-03-18 10:04:50,300800,netbanking,5715,1029,setl_dhvhrkoxibpgpa,captured
pay_xj2nevtcjov9o2,order_katmbbculdjoln,2026-03-02 14:22:03,34600,upi,0,0,setl_ghish9clfjybg7,captured
pay_j2ey5ln5n4epht,order_2ov9r3aj3naoda,2026-01-03 22:09:58,836600,upi,0,0,setl_guejg2ci2ueajv,captured
pay_xmj2alslte1rsj,order_56dq627c1h7wy5,2026-01-13 13:49:01,55700,card,1114,201,setl_y2rxrt4vhx921w,captured
pay_lr2y9cgwq8ocm6,order_x1gyl2s2f7lpcq,2026-02-08 20:47:14,652000,upi,0,0,setl_lqv1guqfhvhipf,captured
pay_iln5ym6kczx3qq,order_qva2p023wf2r6l,2026-01-23 21:50:27,78700,upi,0,0,setl_9ayrzw9gzo8u0a,captured
pay_wvrnpgb65a0cm5,order_08blj4z2a4y749,2026-01-30 19:51:26,55200,card,1104,199,setl_wtdawru6vzsqao,captured
pay_vsynl8ywzazs45,order_p720yklrcriaea,2026-02-11 13:33:33,70600,card,1412,254,setl_np21gb4w1kh69z,captured
pay_2e4ddhsdph4j6t,order_tql86wgb35gwov,2026-01-01 07:04:07,46500,upi,0,0,setl_ytk2x6ixuc1g3n,captured
pay_0n5ltjnj8968cw,order_29h2oiw7nl1jh0,2026-03-04 22:23:44,51500,upi,0,0,setl_ebfh7a0fzwc2ju,captured
pay_2mh4wnc5jll5ge,order_khlcxmat2qclfd,2026-03-20 13:53:20,62800,card,1256,226,setl_qvbmospozcd7tt,captured
pay_gf3b0c3i1qe8e1,order_1tgii1o607fem9,2026-03-26 11:39:52,42400,netbanking,806,145,setl_sygqy59d41nov2,captured
pay_4jjgbd7vhrtbxf,order_b3krbwrx41ypyz,2026-03-04 14:11:02,124500,upi,0,0,setl_ebfh7a0fzwc2ju,refunded
pay_9n0orjynze2qq3,order_sm9ueg42397vmc,2026-01-31 11:15:06,188400,upi,0,0,setl_wtdawru6vzsqao,captured
pay_i9tskqxks5waog,order_swwwlfca522wm5,2026-01-25 13:26:05,138600,upi,0,0,setl_9ayrzw9gzo8u0a,captured
pay_54y0sfndffrffn,order_6ylmi116zavcvz,2026-03-31 14:03:09,261200,netbanking,4963,893,setl_ikjme5uvgfi2in,captured
pay_owujne0ayl472w,order_gzbx6ac7wl3sni,2026-03-10 08:54:25,146100,upi,0,0,setl_5uccniyrcaq04u,captured
pay_fcm77orl4yeqdj,order_czc0hyy5vo0r2y,2026-01-11 06:03:09,113700,card,2274,409,setl_wczngzgpdx2vlj,captured
pay_uypzu1zg9ou0np,order_72z1uojkdis4fv,2026-02-10 18:18:44,56400,upi,0,0,setl_vwl76fog1dd96l,captured
pay_h50iqhhow4a1fp,order_1vxp0cosilvikz,2026-02-13 13:15:09,30700,upi,0,0,setl_1ccachqdm6zqy6,captured
pay_bp63onjqu0vy1d,order_cx26flakj2qsgm,2026-02-26 20:38:33,142200,upi,0,0,setl_f0i6ke7rbhmjkt,captured
pay_8ca3je3qwvy2cz,order_vmvj2xbge6btpa,2026-02-28 09:49:45,53500,upi,0,0,setl_6ukblvz2l8aqqk,captured
pay_uk76g0qw77zsq6,order_vn8faws5wgnh2h,2026-03-11 21:13:52,88300,card,1766,318,setl_b22xdffp5gilvj,captured
pay_mohx5o3iv1up76,order_6t5om6uizalfdz,2026-03-04 14:55:54,523300,upi,0,0,setl_ebfh7a0fzwc2ju,captured
pay_0g34pfp65ohtym,order_s72fiw1q8axe5m,2026-01-31 10:03:53,147200,netbanking,2797,503,setl_wtdawru6vzsqao,captured
pay_lddikh2xm1cen4,order_zcjte003q1yspf,2026-01-31 12:58:30,145100,upi,0,0,setl_wtdawru6vzsqao,captured
pay_2da35tzxbjj7ai,order_9nlmvi7v6cv36h,2026-02-19 18:22:45,61300,upi,0,0,setl_69g0u5yie4y6v7,captured
pay_29bjmaxp4v746e,order_5lne9d8x9xtnqk,2026-03-24 10:22:14,36800,upi,0,0,setl_v7475r71o0yc13,captured
pay_9ihawmuclsqy1y,order_71513t3j72fafs,2026-02-19 20:27:41,124900,upi,0,0,setl_69g0u5yie4y6v7,captured
pay_tfznjfg6s07ugk,order_mz8dnqijjf58gl,2026-02-19 21:14:06,761900,netbanking,14476,2606,setl_69g0u5yie4y6v7,captured
pay_pe6mfp0m13um9p,order_kbd0gppo7hyxy1,2026-01-16 09:23:58,96900,card,2520,454,setl_lsdr1p4ascpfyv,captured
pay_gwt6q4wpul32n1,order_zv484wq3iwqj5k,2026-02-07 08:42:38,112300,upi,0,0,setl_lqv1guqfhvhipf,captured
pay_71yxw2x98bx63o,order_ei9dj0ojymqvw8,2026-03-24 07:40:41,60800,card,1216,219,setl_v7475r71o0yc13,captured
pay_5d8cos42p630up,order_mhf7xcn3lt2rnz,2026-01-28 16:09:52,41100,upi,0,0,setl_f01agjt4c5hn88,captured
pay_hd616dldf0d3l2,order_3rmzc6ibb38p0o,2026-03-24 21:07:16,120700,upi,0,0,setl_v7475r71o0yc13,captured
pay_rzosvnmrpj5tyg,order_aek5micmun28pq,2026-02-05 14:38:00,55900,upi,0,0,setl_7jt987yfjvvmv9,captured
pay_fh7uckj83q1p2g,order_55nn2cn9y7v13z,2026-02-12 12:48:26,137700,card,2754,496,setl_9ssvpb9jjfdl4c,captured
pay_9jmiyr29daf7or,order_j2gw2oi0t4lxl6,2026-02-21 07:15:52,230800,card,4616,831,setl_p1cw1lfocopqsx,captured
pay_fro3fdmsq076q4,order_ph7nv82nihe8vw,2026-02-08 12:09:45,94600,card,1892,341,setl_lqv1guqfhvhipf,captured
pay_7ve4ctevooczm4,order_5xy22ykoybunfb,2026-02-11 12:34:43,337400,card,6748,1215,setl_np21gb4w1kh69z,captured
pay_fj5x0bgbq2rdme,order_x3xuoq0ug78lse,2026-03-21 08:41:53,126700,upi,0,0,setl_qvbmospozcd7tt,captured
pay_1lz92f3e1hklhg,order_osuya9i861t62k,2026-02-24 07:20:24,119300,card,2386,429,setl_aqe5h2v231o0s0,refunded
pay_jahv8r38wq4bjp,order_qh1i0vpd7qq0bb,2026-02-08 15:13:38,56500,card,1130,203,setl_lqv1guqfhvhipf,captured
pay_z2edxv1pxxabah,order_8fff13sr4pjy72,2026-01-30 12:48:37,94100,upi,0,0,setl_wtdawru6vzsqao,captured
pay_9ipv66v4e0rsk8,order_k3i2mjewb0gtb0,2026-03-06 21:05:34,66200,upi,0,0,setl_t09hpfje1ebpw5,captured
pay_qx0o6gfr4in35e,order_2zrk3s16xnvd0b,2026-02-24 13:20:32,429300,netbanking,8157,1468,setl_aqe5h2v231o0s0,captured
pay_035igeunmxqa94,order_pc8w8rwtqxuwms,2026-02-09 07:44:13,67500,wallet,1485,267,setl_ynra49tu2orwwh,captured
pay_4dbfewek5upr0r,order_a3orl9z1stjm99,2026-01-20 22:16:50,77600,upi,0,0,setl_5qh0t9lmyks1a1,captured
pay_4c3odr1s1wvcba,order_sg2tsi1x9d9zys,2026-02-14 16:40:18,76000,upi,0,0,setl_1ccachqdm6zqy6,captured
pay_hgg3yfw1ky467r,order_6vbe47ng1hxjwh,2026-02-13 12:26:22,222200,card,4444,800,setl_1ccachqdm6zqy6,captured
pay_x9fjd26cym3mvl,order_4dsfcvg31ajl1j,2026-03-30 10:50:12,112000,upi,0,0,setl_kxj9b9jg0pswv5,captured
pay_08c4ckl5jvr61h,order_othzx3wlt6rwv5,2026-01-30 18:40:58,118100,upi,0,0,setl_wtdawru6vzsqao,captured
pay_8mdbivsk6bqtpk,order_1eidsqwtp0q36t,2026-02-23 21:10:53,54300,upi,0,0,setl_qaq1263rljezt9,captured
pay_rwe41u77gqaodj,order_vtxbyqya7pehpw,2026-01-26 12:54:51,127700,netbanking,2426,437,setl_q2gssh4lb04rrn,captured
pay_4jxqms1sm09dw8,order_pdw51evfkp5ixb,2026-03-05 13:39:15,67500,upi,0,0,setl_gp497c84ae5o2v,captured
pay_u4gdflwqal6dmz,order_is4inyx6zwaf1w,2026-02-14 22:16:19,35800,card,716,129,setl_1ccachqdm6zqy6,captured
pay_9494tpq9a9ihcm,order_whuzos0xxz0ea4,2026-03-23 15:33:54,688000,netbanking,13072,2353,setl_a23u7r1nf00jzp,captured
pay_im26f33psg8qbn,order_5iprig9m08thuw,2026-03-29 10:57:11,211900,upi,0,0,setl_ow0twtoerpe7vu,captured
pay_o4jnpxxwq9ncqq,order_rbg94h0m9r7a2z,2026-01-30 20:36:06,68900,netbanking,1309,236,setl_wtdawru6vzsqao,captured
pay_x9gz995f95ey4r,order_7pl6964vudpb30,2026-03-03 08:15:19,257600,upi,0,0,setl_ibhjr0pf1ix7hg,captured
pay_p5ktbchr0zfrsi,order_g3ovbykvomcoyo,2026-01-23 07:05:03,70600,card,1412,254,setl_9ayrzw9gzo8u0a,captured
pay_t3nrt7errdtkn9,order_0vgs0y0509kshk,2026-01-31 16:38:13,366900,netbanking,6971,1255,setl_wtdawru6vzsqao,captured
pay_kr27i4bp3ozl9i,order_xn43255ceuz9ga,2026-01-06 20:41:25,77600,netbanking,1474,265,setl_eg6abr92l84xwe,captured
pay_qbrb0by0k1lfzr,order_nfyvpt9wjdvera,2026-02-01 11:55:21,48900,upi,0,0,setl_wtdawru6vzsqao,captured
pay_lny1e7jrqu3gmx,order_nfr81nkuimx9dp,2026-03-15 08:45:38,46800,upi,0,0,setl_58rfwsehgtslk1,captured
pay_p715crk5jagb0d,order_ltk8vg6iv5fzcw,2026-02-14 17:13:45,104200,upi,0,0,setl_1ccachqdm6zqy6,captured
pay_1np41nxrd1u4uw,order_xrsu3bmf7l0ipy,2026-03-31 09:51:37,55200,upi,0,0,setl_ikjme5uvgfi2in,captured
pay_nukizxty1egoi7,order_s5vl7ojjzk8zsh,2026-01-19 16:41:03,39800,upi,0,0,setl_74jp1l7v8u544b,captured
pay_cs9tbkh4ee1l58,order_048r03k5ldzhdk,2026-03-12 20:12:39,867900,card,17358,3124,setl_jvumun9mdld03w,captured
pay_arr63d7ifprei1,order_4tl8j86q3h497k,2026-03-12 08:47:03,97500,upi,76,14,setl_jvumun9mdld03w,captured
pay_bzgw7eucl9z7kr,order_uy8o7fmzgiex5e,2026-03-22 14:28:19,84700,card,1694,305,setl_qvbmospozcd7tt,captured
pay_y8y87nxl2z3top,order_rjm4lcplozvdo7,2026-02-27 19:04:48,74800,card,1496,269,setl_6ukblvz2l8aqqk,captured
pay_bmt8glt3lj2ib4,order_qql24ffrp25ovf,2026-03-10 07:17:38,133700,netbanking,2540,457,setl_5uccniyrcaq04u,captured
pay_m2fethxy7gz8s1,order_tgalexm2z55oui,2026-01-04 14:40:29,811800,card,16236,2922,setl_guejg2ci2ueajv,captured
pay_ezhtlnr8wiqpaj,order_lo4e6p5u5blw3a,2026-01-10 19:43:38,828600,card,16572,2983,setl_wczngzgpdx2vlj,captured
pay_lf4vt33cz52fky,order_398w5m0hao9c6v,2026-03-31 19:50:34,133900,upi,0,0,setl_ikjme5uvgfi2in,captured
pay_qlzf90m4j29yft,order_2birhnfv0k75db,2026-03-14 14:22:16,53200,card,1064,192,setl_58rfwsehgtslk1,captured
pay_e11f5ex1yvya0r,order_p7i8gthwxl3rz6,2026-03-04 22:38:23,57400,netbanking,1091,196,setl_ebfh7a0fzwc2ju,captured
pay_58b5hk2gypv5yd,order_qmi3x511xgtdz2,2026-03-21 10:21:59,72600,upi,0,0,setl_qvbmospozcd7tt,captured
pay_26ofxupcu7tg14,order_71zh2u1h6l26hl,2026-01-17 19:20:03,59800,upi,0,0,setl_lsdr1p4ascpfyv,captured
pay_n3cprn6mp03ckl,order_bbfoxecbr8fgus,2026-02-04 16:54:06,146100,upi,0,0,setl_0hhtjhdiwzcf0n,captured
pay_bq3rso7ytn687m,order_stvn9lhkcqt8pu,2026-03-13 09:08:58,48600,upi,0,0,setl_58rfwsehgtslk1,captured
